Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
220647,2022,08/08/2023,Branford,87 IVY ST,189400.0,425000.0,0.4456,Two Family
220247,2022,01/06/2023,Stratford,3 GREENFIELD AVENUE,183190.0,330000.0,0.5551,Single Family
220438,2022,03/23/2023,Hamden,190 SCHOOL ST,127820.0,236000.0,0.5416,Single Family
22125,2022,04/29/2023,Monroe,9 BLACKSTONE RD U319J,170200.0,355000.0,0.4794,Condo
2266,2022,11/29/2022,North Haven,3 COOPER RD,382480.0,653000.0,0.5857,Single Family
220975,2022,04/14/2023,Fairfield,100 STONE RIDGE WAY UNIT 1B,320670.0,299500.0,1.0706,Condo
220529,2022,05/16/2023,Stratford,605 JAMESTOWN ROAD,149870.0,375500.0,0.3991,Condo
220786,2022,09/12/2023,West Haven,142 EVERETT ST,115220.0,150000.0,0.7681,Single Family
220475,2022,04/04/2023,Meriden,316 COLUMBUS AVE,156100.0,287000.0,0.5439,Single Family
220274,2022,07/24/2023,Avon,11 HAMMERSMITH,277910.0,500000.0,0.5558,Single Family
2200520,2022,01/19/2023,Stamford,10 FOX GLEN DRIVE,883000.0,1350000.0,0.654,Single Family
221682,2022,09/12/2023,Waterbury,75 MOUNT VERNON AVE,104843.0,285000.0,0.3678,Single Family
220594,2022,06/01/2023,New Haven,851 WOODWARD AV,131600.0,225000.0,0.5848,Single Family
220125,2022,03/08/2023,Windsor Locks,15 THIRD ST,161840.0,406900.0,0.3977,Single Family
220512,2022,04/19/2023,Hamden,17 RALSTON RD,140350.0,155000.0,0.9055,Single Family
2200189,2022,05/22/2023,Bloomfield,17 BROOKDALE AVE,99260.0,269472.0,0.3683,Single Family
220568,2022,06/01/2023,Greenwich,13 SALEM STREET,825230.0,1550000.0,0.5324,Two Family
220035,2022,11/07/2022,Windham,241 SO WINDHAM RD,62320.0,36000.0,1.7311,Single Family
220510,2022,05/16/2023,West Hartford,7 JOHN SMITH DRIVE,175560.0,320000.0,0.5486,Single Family
220491,2022,04/27/2023,New Haven,54 FRONT ST #54,89880.0,171000.0,0.5256,Condo
220066,2022,12/19/2022,Wolcott,118 EAST ST,232100.0,305000.0,0.7609,Single Family
220186,2022,05/09/2023,Avon,14 COTTONWOOD DRIVE,102060.0,235000.0,0.4343,Condo
220196,2022,02/01/2023,Shelton,40 RICHARD BLVD,220920.0,335000.0,0.6594,Single Family
220035,2022,10/25/2022,Wethersfield,140 MAPLE ST,184030.0,328500.0,0.5602,Single Family
220393,2022,01/06/2023,Branford,11 SCHOOL GROUND RD LOT 20,41700.0,90000.0,0.4633,Single Family
221418,2022,07/18/2023,Waterbury,925 ORONOKE RD UNIT 13G,72655.0,211000.0,0.3443,Condo
220766,2022,03/07/2023,Bridgeport,69 PACIFIC ST #71,124970.0,235000.0,0.5317,Two Family
220767,2022,09/05/2023,West Haven,172 ELM ST,151900.0,365000.0,0.4161,Single Family
2201277,2022,07/24/2023,Stamford,148 KNICKERBOCKER AVENUE,338460.0,731000.0,0.463,Single Family
220028,2022,03/01/2023,Bethany,9 MARION RD,214960.0,480000.0,0.4478,Single Family
22110,2022,07/24/2023,Haddam,919 SAYBROOK RD,163670.0,345000.0,0.4744,Single Family
220235,2022,09/01/2023,Rocky Hill,2650 MAIN STREET,105840.0,220000.0,0.481,Single Family
2200317,2022,06/26/2023,East Haven,249 RUSSO AVE,149380.0,400000.0,0.3734,Two Family
220046,2022,01/06/2023,Portland,65 SUMMER ST,195230.0,370000.0,0.5276,Three Family
220106,2022,03/06/2023,Rocky Hill,3021 MAIN STREET,146230.0,325000.0,0.4499,Single Family
220226,2022,02/24/2023,Shelton,205 NICHOLS AVE,239540.0,390000.0,0.6142,Single Family
220227,2022,02/14/2023,Wallingford,33 HANOVER ST,145500.0,342500.0,0.4248,Single Family
220854,2022,09/18/2023,Stratford,128 NORMAN CIRCLE,217080.0,515000.0,0.4215,Single Family
220156,2022,04/28/2023,Brookfield,18A VALE RD,261990.0,400000.0,0.655,Single Family
220471,2022,04/10/2023,Norwich,15 TOWN ST,227600.0,480000.0,0.4742,Single Family
220028,2022,02/22/2023,Middlefield,41 ROSS RD,181100.0,272000.0,0.6658,Single Family
220144,2022,03/14/2023,Killingly,7 CONRADS PARK,3220.0,59000.0,0.0546,Single Family
220265,2022,09/27/2023,East Hampton,77 MOUNTAINVIEW DR,41890.0,107500.0,0.3896,Single Family
220164,2022,02/28/2023,New London,170 LEDYARD ST,96250.0,235000.0,0.4095,Two Family
220372,2022,07/21/2023,Trumbull,8 REMPSEN STREET,238280.0,490000.0,0.4863,Single Family
22121,2022,04/13/2023,Tolland,109 ROBIN CIRCLE,193100.0,348500.0,0.554,Single Family
220309,2022,09/13/2023,East Windsor,25 STEEPLE CHASE RD,164190.0,435000.0,0.3774,Condo
220916,2022,04/03/2023,Waterbury,44 RIDGEFIELD AVE,79428.0,205000.0,0.3874,Two Family
220608,2022,07/05/2023,Torrington,91 PALMER BRIDGE ST,172470.0,480000.0,0.3593,Four Family
220130,2022,01/10/2023,Harwinton,5 ROSS DR,210780.0,406690.0,0.5182,Single Family
220688,2022,08/31/2023,Branford,191 MAPLE ST,171200.0,350000.0,0.4891,Single Family
22039,2022,02/24/2023,Hamden,900 MIX AVE U75,70560.0,160000.0,0.441,Condo
2200117,2022,05/31/2023,New Fairfield,11 CYPRESS ST,122500.0,180000.0,0.6806,Single Family
220692,2022,07/25/2023,Stratford,45 EARLY AVENUE,99470.0,90000.0,1.1052,Single Family
220513,2022,04/26/2023,Branford,5H THIMBLE ISLE,45100.0,115000.0,0.3921,Condo
220064,2022,11/21/2022,Killingly,76 BALLOUVILLE RD,147700.0,321500.0,0.4594,Single Family
220069,2022,11/28/2022,Westport,12 HOCKANUM ROAD,659800.0,714000.0,0.9241,Single Family
220058,2022,12/22/2022,Coventry,102 JONES CROSSING RD,122500.0,150000.0,0.8167,Single Family
22011,2022,10/13/2022,Watertown,109 BALL FARM RD,139100.0,315000.0,0.4415,Single Family
220448,2022,07/17/2023,Wallingford,108 RIDGECREST RD,187500.0,400000.0,0.4687,Single Family
2200013,2022,02/23/2023,Hampton,42 CEDAR SWAMP RD,126770.0,228000.0,0.556,Single Family
220144,2022,01/11/2023,Vernon,60 OLD TOWN RD UNIT 108,29300.0,130000.0,0.2254,Condo
2200081,2022,10/12/2022,Stamford,57 BUNGALOW PARK,303745.0,450000.0,0.6749,Single Family
220343,2022,12/08/2022,Branford,193 HOTCHKISS GROVE RD,206200.0,390000.0,0.5287,Single Family
220184,2022,12/13/2022,Hamden,35 TODD ST U104,159390.0,260000.0,0.613,Condo
22259,2022,09/26/2023,Monroe,241-243 COTTAGE ST,214400.0,465000.0,0.461,Single Family
220374,2022,02/23/2023,Norwich,155 BRIAR LN,100200.0,217000.0,0.4617,Condo
220274,2022,08/24/2023,Plainville,78 OAKWOOD CIRCLE,52710.0,546037.0,0.0965,Single Family
220209,2022,12/14/2022,Hartford,1433 ALBANY AVE,84526.0,280000.0,0.3018,Three Family
220901,2022,08/31/2023,Greenwich,LAFAYETTE COURT 0004 UN3B\,391090.0,625000.0,0.6257,Condo
220072,2022,10/28/2022,Hamden,79 FIRST ST,137200.0,195000.0,0.7035,Single Family
22220,2022,08/07/2023,Stafford,122 W MAIN ST #C,45290.0,110000.0,0.4117,Condo
2200075,2022,03/15/2023,New Fairfield,15 EASTVIEW DR,212900.0,485000.0,0.4389,Single Family
220193,2022,11/02/2022,Waterbury,143 ALDER ST,115425.0,266000.0,0.4339,Single Family
22045,2022,03/24/2023,Beacon Falls,51 TWIN OAK TRAIL,318050.0,535025.0,0.5944,Condo
220920,2022,09/27/2023,Norwich,22 BENJAMIN ST,107500.0,305000.0,0.3525,Single Family
220003,2022,10/11/2022,Marlborough,19 HALL TRL,130520.0,285000.0,0.4579,Single Family
220524,2022,05/15/2023,Stratford,235 OCEANVIEW TERRACE,173040.0,320000.0,0.5407,Single Family
220489,2022,05/01/2023,Stratford,35 GOODWIN PLACE,72520.0,135000.0,0.5371,Single Family
220057,2022,01/04/2023,Suffield,66 BOYSENBERRY CT,225330.0,399000.0,0.5647,Condo
220731,2022,07/11/2023,New Haven,54 LOMBARD ST,119070.0,175000.0,0.6804,Single Family
221185,2022,05/31/2023,Waterbury,25 BRIDLE SPUR DR,101775.0,160000.0,0.636,Single Family
220009,2022,10/04/2022,Wallingford,9 SUMMERHILL RD,148500.0,250000.0,0.594,Condo
2200022,2022,11/22/2022,Westbrook,219 FISHING BROOK RD,296700.0,480000.0,0.6181,Single Family
220900,2022,08/16/2023,Hamden,34 SQUIRE LA,207130.0,490000.0,0.4227,Single Family
220996,2022,04/20/2023,Waterbury,590 NORTH WALNUT ST,82828.0,269900.0,0.3068,Two Family
220123,2022,01/24/2023,Wethersfield,777 MAPLE ST,149680.0,265000.0,0.5648,Single Family
221200,2022,09/11/2023,Norwalk,26 GREY HOLLOW RD,622110.0,1252500.0,0.4966,Single Family
220147,2022,11/29/2022,Hartford,12 MERRILL ST 00C2,16832.0,45500.0,0.3699,Condo
22102,2022,12/20/2022,Watertown,411 FALLS AVE,123700.0,274000.0,0.4514,Single Family
220738,2022,02/17/2023,Waterbury,30 SHELTER ST,47045.0,30000.0,1.5681,Single Family
221533,2022,12/14/2022,Manchester,219 BAYBERRY ROAD,186400.0,110000.0,1.6945,Single Family
22127,2022,07/21/2023,Orange,40 ROLLING RIDGE RD,251800.0,214750.0,1.1725,Single Family
220042,2022,10/14/2022,Meriden,91 WEST VIEW DR,158550.0,329700.0,0.4808,Single Family
220409,2022,07/05/2023,Groton,13 RING DRIVE,132790.0,185000.0,0.7177,Single Family
220306,2022,08/02/2023,Wolcott,28 HAMPSHIRE DR,200930.0,370000.0,0.543,Condo
220020,2022,10/13/2022,Newington,11 ROSEMARY LN,111810.0,205000.0,0.5454,Condo
220083,2022,04/04/2023,Old Lyme,26 OLD COLONY RD,227900.0,540000.0,0.422,Single Family
22021,2022,06/05/2023,Chaplin,210 WILIMANTIC RD,136100.0,275000.0,0.4949,Single Family
220102,2022,04/24/2023,Griswold,72 RICHARDSON HILL RD,123410.0,181600.0,0.6796,Single Family
220034,2022,12/12/2022,Old Lyme,20 WYCHWOOD RD,231000.0,440000.0,0.525,Single Family
220012,2022,10/12/2022,Ellington,12 ALLEN RIDGE DR,361020.0,760000.0,0.475,Single Family
220021,2022,10/14/2022,Westport,139 HILLSPOINT ROAD,954000.0,1750500.0,0.5449,Single Family
220024,2022,10/11/2022,Stratford,925 LONGBROOK AVENUE #211,53900.0,88500.0,0.609,Condo
220022,2022,11/08/2022,Woodstock,78 LAUREL HILL RD,125000.0,270000.0,0.4629,Single Family
220249,2022,07/10/2023,New Canaan,665 SILVERMINE RD,720720.0,1601000.0,0.4501,Single Family
220383,2022,07/07/2023,Trumbull,53 LONG HILL PLACE,235350.0,415000.0,0.5671,Condo
220033,2022,10/05/2022,Bridgeport,415 SAVOY ST,189040.0,390000.0,0.4847,Single Family
220242,2022,12/30/2022,Hamden,251 MAGEE DR,160160.0,360500.0,0.4442,Single Family
220536,2022,09/01/2023,Shelton,97 WALNUT TREE HILL RD,285880.0,252500.0,1.1321,Single Family
2222120,2022,03/24/2023,Ansonia,64 VINE ST,175560.0,250000.0,0.7022,Two Family
22104,2022,06/20/2023,Burlington,437 JEROME AVE,127120.0,235000.0,0.5409,Single Family
220836,2022,06/16/2023,Norwalk,6 COBBLERS LANE,295890.0,456900.0,0.6476,Single Family
222165,2022,07/14/2023,Bridgeport,638 SEAVIEW AVE,129821.0,375000.0,0.3461,Two Family
220438,2022,12/22/2022,Bridgeport,454 GURDON ST,143880.0,325000.0,0.4427,Single Family
220220,2022,07/12/2023,Brookfield,3 STILL WATER CIR,315210.0,549000.0,0.5741,Condo
220756,2022,07/31/2023,West Hartford,20 WOODMERE ROAD,217210.0,250000.0,0.8688,Single Family
220149,2022,01/11/2023,Trumbull,32 BLUE RIDGE DRIVE,315140.0,525000.0,0.6003,Single Family
220082,2022,12/30/2022,East Hampton,77 SMITH ST,132000.0,208000.0,0.6346,Single Family
220042,2022,01/17/2023,Mansfield,928 STORRS RD,133400.0,282500.0,0.4722,Single Family
220707,2022,07/05/2023,Greenwich,184 PECK AVENUE #2,431060.0,725000.0,0.5945,Condo
22048,2022,05/01/2023,Columbia,57 ERDONI ROAD,191450.0,287500.0,0.6659,Single Family
220565,2022,05/08/2023,Hamden,3208 WHITNEY AVE U5C,103180.0,230000.0,0.4486,Condo
220228,2022,11/09/2022,Waterbury,925 ORONOKE RD U-11G,72655.0,180000.0,0.4036,Condo
220032,2022,04/26/2023,Kent,104 GEER MOUNTAIN RD,349200.0,724900.0,0.4817,Single Family
220713,2022,07/28/2023,Stratford,76 ADAMS STREET,161560.0,375000.0,0.4308,Two Family
220798,2022,07/20/2023,Hamden,54 JACKSON RD,228500.0,570000.0,0.4008,Single Family
22205,2022,05/11/2023,North Haven,130 STATE ST H-13,125180.0,249900.0,0.5009,Condo
22000031,2022,10/21/2022,Cheshire,688 OVERLOOK DR,166830.0,349500.0,0.4773,Single Family
220402,2022,12/12/2022,Waterbury,111 CHESTNUT AVE,41778.0,180000.0,0.2321,Three Family
220196,2022,07/31/2023,Rocky Hill,1303 GRAY FOX LANE,167020.0,429000.0,0.3893,Condo
22056,2022,12/29/2022,Thompson,1119 RIVERSIDE DR,162000.0,333000.0,0.4864,Single Family
221024,2022,05/03/2023,Fairfield,245 SUNNYRIDGE AVENUE #10,169890.0,359900.0,0.472,Condo
220550,2022,03/28/2023,Norwalk,39 RIVERSIDE AVENUE,233890.0,350000.0,0.6682,Two Family
222258,2022,08/04/2023,Bridgeport,1464 NORTH AVE,149899.0,370000.0,0.4051,Single Family
220272,2022,07/31/2023,Killingly,69 MOCKINGBIRD DR,175910.0,400000.0,0.4397,Condo
220003,2022,10/04/2022,Newington,6 TREMONT ST,161320.0,415000.0,0.3887,Single Family
220720,2022,08/01/2023,Stratford,261B AGAWAM DRIVE,213220.0,410000.0,0.52,Condo
220073,2022,07/13/2023,Woodbridge,10 TIMBER LN,253890.0,630000.0,0.403,Single Family
220039,2022,10/20/2022,Vernon,325 KELLY RD MA07,22640.0,59900.0,0.3779,Single Family
2200202,2022,07/26/2023,Seymour,16 ROOSEVELT DR,182560.0,315000.0,0.5795,Single Family
220767,2022,08/18/2023,Stratford,290 DEERFIELD DRIVE,230720.0,546000.0,0.4225,Single Family
220205,2022,12/21/2022,Meriden,109 BLACKSTONE VLG,63280.0,135000.0,0.4687,Condo
22295,2022,09/07/2023,Darien,2379 BOSTON POST ROAD,430430.0,900000.0,0.4782,Single Family
22054,2022,07/20/2023,Washington,36 OLD LITCHFIELD ROAD,433790.0,1250000.0,0.347,Single Family
2200480,2022,01/10/2023,Stamford,1 SOUTHFIELD AVENUE #211,132695.0,218700.0,0.6067,Condo
220093,2022,05/04/2023,Oxford,183 PARK RD,172600.0,402000.0,0.4294,Single Family
220021,2022,11/29/2022,Hebron,113 NILES RD,192500.0,370000.0,0.5202,Single Family
220843,2022,07/05/2023,Milford,559 SWANSON CRES,147200.0,300000.0,0.4906,Condo
220133,2022,12/19/2022,Newington,55 STAFFORD AVE,140480.0,280000.0,0.5017,Single Family
22188,2022,08/03/2023,Tolland,1057 TOLLAND STAGE RD,103700.0,211000.0,0.4914,Single Family
220268,2022,07/27/2023,Killingly,76 PECKHAM LN,167160.0,315100.0,0.5304,Single Family
220090,2022,11/18/2022,Wallingford,388 NORTH ELM ST,179800.0,325000.0,0.5532,Single Family
220142,2022,08/17/2023,Portland,193 GOSPEL LN,113540.0,261000.0,0.435,Single Family
222085,2022,06/26/2023,Bridgeport,2370 NORTH AVE #12E,46590.0,135000.0,0.3451,Condo
220301,2022,09/25/2023,Plainville,60 RUSSELL AVE REAR,135870.0,140600.0,0.9663,Single Family
220032,2022,10/27/2022,Ledyard,45 CHRISWOOD TRCE,217700.0,411000.0,0.5296,Single Family
221590,2022,01/09/2023,Manchester,22 MCCANN DRIVE,171900.0,275000.0,0.625,Single Family
220330,2022,08/21/2023,Wethersfield,227 CRICKET KNL,231770.0,450000.0,0.515,Single Family
220166,2022,09/18/2023,Mansfield,87 STONE RIDGE LA,191900.0,478000.0,0.4015,Single Family
220272,2022,07/24/2023,Avon,41 TOLL GATE LANE,255820.0,553000.0,0.4626,Single Family
2200138,2022,10/26/2022,Stamford,22 DUNN AVENUE,331130.0,590000.0,0.5612,Single Family
22130,2022,01/31/2023,Watertown,18 CHERRY AVE,90800.0,185000.0,0.4908,Single Family
220416,2022,01/31/2023,Norwalk,19 VOLLMER AVE,258310.0,309502.0,0.8345,Single Family
220418,2022,07/03/2023,Wallingford,48 LEE AVE,153200.0,365000.0,0.4197,Single Family
220070,2022,12/27/2022,Bloomfield,14 JOYCE ST,99890.0,200000.0,0.4994,Single Family
221125,2022,05/16/2023,Waterbury,97 ALBERTA AVE,81585.0,158100.0,0.516,Single Family
221398,2022,09/07/2023,Fairfield,264 HARVESTER ROAD,233380.0,530000.0,0.4403,Single Family
220540,2022,07/25/2023,Enfield,12 SOUTHVIEW ST,181600.0,185000.0,0.9816,Single Family
220675,2022,08/24/2023,Branford,19 GREENFIELD AVE,179700.0,193333.0,0.9294,Single Family
220112,2022,06/21/2023,Woodstock,54 WOODSTOCK MEADOWS,118300.0,210000.0,0.5633,Condo
220732,2022,06/23/2023,Hartford,30-32 ADELAIDE ST,89964.0,350000.0,0.257,Three Family
22013,2022,11/22/2022,Deep River,41 ESSEX ST,181230.0,305000.0,0.5941,Single Family
220372,2022,09/13/2023,New London,461 BAYONET ST,108570.0,270000.0,0.4021,Single Family
2200037,2022,11/29/2022,Plymouth,34 SANDRA AVENUE,132090.0,288000.0,0.4586,Single Family
220153,2022,11/30/2022,Norwich,252 OLD CANTERBURY TPKE #119,13400.0,25000.0,0.536,Single Family
2200517,2022,01/19/2023,Stamford,38 LOCUST LANE,387095.0,677000.0,0.5717,Single Family
220068,2022,03/31/2023,Portland,17 TAYLOR DR,155890.0,178500.0,0.8733,Single Family
220094,2022,11/07/2022,Norwich,12 CARVER AVE,94500.0,138000.0,0.6847,Single Family
2201385,2022,08/14/2023,Stamford,46 FERNWOOD DRIVE,641655.0,1062500.0,0.6039,Single Family
220431,2022,02/08/2023,Norwalk,11 BEDFORD AVE UNIT N2 GARAGE,91020.0,165000.0,0.5516,Condo
220074,2022,05/31/2023,New Hartford,25 RIDGE VIEW TERRACE,131880.0,235000.0,0.5611,Single Family
220001,2022,10/03/2022,Brooklyn,68 CLEARVIEW DR,127400.0,240000.0,0.5308,Single Family
2200158,2022,02/10/2023,East Haven,2 OLD TOWN HWY #4,304220.0,600000.0,0.507,Condo
220056,2022,12/23/2022,East Windsor,208 FAIRWAY DR,2800.0,12000.0,0.2333,Single Family
220185,2022,01/17/2023,Wallingford,73 SIGWIN DR,46600.0,55000.0,0.8472,Condo
2200162,2022,01/06/2023,East Hartford,264 NAUBUC AVE,174210.0,234200.0,0.7438,Two Family
22203,2022,08/28/2023,Tolland,456 CRYSTAL LAKE RD,134100.0,342000.0,0.3921,Single Family
22104,2022,01/10/2023,North Haven,29 SHERMAN TERR,231060.0,415000.0,0.5567,Single Family
220153,2022,03/17/2023,East Lyme,69 SCOTT RD,216230.0,570000.0,0.3793,Single Family
220232,2022,08/18/2023,Colchester,31 COLCHESTER COMMONS,75000.0,155000.0,0.4838,Single Family
220778,2022,03/01/2023,Waterbury,101 CONISTON AVE,116955.0,272500.0,0.4291,Single Family
220016,2022,10/19/2022,Ellington,28 CHARTER RD,125040.0,260000.0,0.4809,Single Family
222391,2022,09/08/2023,Bridgeport,239 BEARDSLEY ST #241,132010.0,280000.0,0.4714,Two Family
22219,2022,08/03/2023,Monroe,19 PRESTIGE PLACE,79700.0,544900.0,0.1462,Condo
220114,2022,06/14/2023,Mansfield,18 DUNHAM POND RD,204900.0,506500.0,0.4045,Single Family
221172,2022,05/25/2023,Waterbury,126 CONCORD ST,117473.0,365000.0,0.3218,Single Family
220056,2022,11/15/2022,Killingly,170 BURLINGAME RD,189140.0,295000.0,0.6411,Single Family
220832,2022,07/27/2023,Hamden,185 SANTA FE AVE,221830.0,665000.0,0.3335,Single Family
22002,2022,10/11/2022,Lebanon,8 LEDGE RD,61500.0,223000.0,0.2758,Single Family
220999,2022,04/20/2023,Waterbury,202 CIRCUIT AVE,83153.0,141000.0,0.5897,Single Family
221752,2022,09/26/2023,Waterbury,1034 CHASE PARKWAY,81505.0,195000.0,0.4179,Single Family
2200177,2022,02/06/2023,New Milford,13 SHERWOOD DR,193690.0,300000.0,0.6456,Single Family
220623,2022,02/06/2023,Bridgeport,2600 PARK AVE UNIT #7,70570.0,155000.0,0.4552,Condo
220007,2022,10/04/2022,Ellington,123 JOBS HILL RD,176810.0,255000.0,0.6933,Two Family
221020,2022,04/25/2023,Waterbury,585 PARK RD UNIT 2-3,63743.0,98099.0,0.6497,Condo
220194,2022,09/05/2023,Ellington,6 ROTHE LN,239640.0,480000.0,0.4992,Single Family
220849,2022,05/01/2023,Southington,1019 OLD TURNPIKE RD,136270.0,159000.0,0.857,Single Family
220056,2022,10/21/2022,Fairfield,76 FARIST ROAD,282310.0,509875.0,0.5536,Single Family
220466,2022,09/28/2023,Trumbull,77 OCHSNER PLACE,180670.0,415000.0,0.4353,Single Family
220924,2022,09/19/2023,Meriden,225 SPRINGDALE AVE,98910.0,175000.0,0.5652,Two Family
220054,2022,11/22/2022,Plainville,68 COOKE ST #41,12110.0,20500.0,0.5907,Condo
220784,2022,09/25/2023,Torrington,111 LOIS ST,84480.0,225000.0,0.3754,Single Family
220463,2022,12/28/2022,Bridgeport,34 OMEGA ST #36,185370.0,279900.0,0.6622,Two Family
22060,2022,08/17/2023,Washington,14 FINDLAY ROAD,201530.0,550000.0,0.3664,Single Family
220046,2022,10/17/2022,Torrington,320 MIGEON AVE,111620.0,302000.0,0.3696,Single Family
2200290,2022,05/12/2023,New Milford,35 BEL AIR,41090.0,152000.0,0.2703,Condo
220690,2022,06/30/2023,Greenwich,40 WEST ELM STREET #6S,377160.0,850000.0,0.4437,Condo
220050,2022,11/01/2022,East Lyme,80 SOCIETY ROAD,213430.0,350000.0,0.6098,Single Family
220732,2022,07/11/2023,New Haven,693 DIXWELL AV,140140.0,262500.0,0.5338,Two Family
220388,2022,03/08/2023,Torrington,223 MCKINLEY ST,101790.0,231000.0,0.4406,Single Family
220750,2022,07/17/2023,Norwich,68 THERMOS AVE #321A,45700.0,120000.0,0.3808,Condo
22153,2022,06/29/2023,Thompson,233 PORTER PLAIN RD,153400.0,380000.0,0.4036,Single Family
220110,2022,02/08/2023,Brookfield,15 ALLLEN RD,203320.0,365000.0,0.557,Single Family
220486,2022,04/26/2023,New Haven,16 TYLER ST,101570.0,187000.0,0.5431,Single Family
220616,2022,06/12/2023,Greenwich,11 RIVER ROAD #112,485800.0,860000.0,0.5648,Condo
221191,2022,09/25/2023,Southington,13A THE MEADOWS,53690.0,111000.0,0.4836,Condo
220052,2022,07/31/2023,Kent,122 KENT HOLLOW RD,207700.0,575000.0,0.3612,Single Family
221964,2022,05/31/2023,Bridgeport,42 BROADBRIDGE RD,156586.0,239175.0,0.6546,Single Family
220120,2022,03/16/2023,Rocky Hill,93 FOREST STREET,122640.0,181629.0,0.6752,Single Family
220009,2022,10/06/2022,Killingly,142 LHOMME ST,184860.0,375000.0,0.4929,Single Family
220490,2022,01/03/2023,Bridgeport,179 BROADWAY,111380.0,119000.0,0.936,Single Family
220144,2022,05/25/2023,East Windsor,17 EMILY RD,142980.0,339900.0,0.4206,Single Family
22140,2022,02/15/2023,Watertown,115 CANNON RIDGE DR,111100.0,231250.0,0.4804,Condo
220113,2022,04/05/2023,East Windsor,9 MILL ST,99180.0,196000.0,0.506,Single Family
221177,2022,09/19/2023,Southington,273-5B QUEEN ST,62240.0,135300.0,0.46,Condo
220176,2022,02/02/2023,New Milford,53 GLEN RIDGE CT,106260.0,25000.0,4.2504,Condo
220527,2022,03/06/2023,Fairfield,240 SUNNYRIDGE AVE  UNIT 77,159320.0,301000.0,0.5293,Condo
220295,2022,08/16/2023,East Lyme,28 PUMPKIN GROVE,545440.0,1420108.0,0.384,Single Family
220018,2022,11/18/2022,East Granby,123 HOLCOMB STREET,153500.0,150000.0,1.0233,Single Family
220889,2022,08/11/2023,Hamden,66 TWIN BROOK RD,113400.0,220000.0,0.5154,Single Family
220545,2022,05/01/2023,West Haven,275 SHINGLE HILL RD,178110.0,410000.0,0.4344,Single Family
220531,2022,07/20/2023,Enfield,97 TILL ST,138400.0,260000.0,0.5323,Single Family
22054,2022,01/20/2023,Orange,564 GRASSY HILL RD,332900.0,512500.0,0.6495,Single Family
220510,2022,05/02/2023,Norwich,33 ELIZABETH ST,68800.0,187000.0,0.3679,Single Family
221566,2022,08/17/2023,Waterbury,35 LINCOLNDALE DR,90883.0,250000.0,0.3635,Single Family
220007,2022,10/14/2022,Old Lyme,5 HUNTLEY RD,204400.0,430000.0,0.4753,Single Family
223268,2022,04/28/2023,Newington,90 LYDALL RD,139900.0,292500.0,0.4782,Single Family
220055,2022,11/02/2022,Groton,352 THAMES ST,228270.0,286518.0,0.7967,Single Family
220241,2022,07/06/2023,Killingly,1021 HIGH ST,91350.0,153000.0,0.597,Single Family
2200033,2022,10/26/2022,New Milford,6 STRID LN,165270.0,196226.0,0.8422,Single Family
220510,2022,05/09/2023,Stratford,33C HAPPY HOLLOW CIRCLE,151760.0,340000.0,0.4463,Condo
22100,2022,06/01/2023,Orange,433 CLEMENT LA,218900.0,475000.0,0.4608,Single Family
220046,2022,05/10/2023,Woodbridge,50 WEPAWAUG RD,256620.0,767500.0,0.3343,Single Family
22128,2022,05/15/2023,Thompson,42 DONOVAN DR,192200.0,399900.0,0.4806,Single Family
220011,2022,10/24/2022,Oxford,532 QUAKER FARMS ROAD,254800.0,386600.0,0.659,Single Family
22097,2022,08/04/2023,Lebanon,335 SCOTT HILL RD,102400.0,102500.0,0.999,Single Family
220019,2022,11/01/2022,Clinton,17 DAVIS FARM RD,254200.0,460000.0,0.5526,Single Family
220195,2022,05/17/2023,Avon,47 AVONWOOD ROAD 310B,106930.0,190000.0,0.5627,Condo
220127,2022,02/23/2023,Killingly,81 REYNOLDS ST,82220.0,310000.0,0.2652,Single Family
220220,2022,03/27/2023,Trumbull,87 PARKWAY DRIVE,231770.0,490000.0,0.473,Single Family
220401,2022,03/28/2023,West Hartford,34 EDGEMONT AVENUE,142030.0,162500.0,0.874,Single Family
220106,2022,03/20/2023,East Windsor,55 & 57 STOUGHTON RD,154720.0,265000.0,0.5838,Single Family
221061,2022,05/03/2023,Waterbury,925 ORONOKE RD UNIT 23B,74348.0,205000.0,0.3626,Condo
220865,2022,08/10/2023,Hartford,182 PLAINFIELD ST,61703.0,240000.0,0.257,Single Family
22105,2022,04/18/2023,Thompson,687 RIVERSIDE DR,93500.0,150000.0,0.6233,Four Family
220338,2022,12/30/2022,Norwalk,3 RICHARDS AVE,504600.0,850000.0,0.5936,Single Family
220856,2022,09/01/2023,Norwich,44 STURTEVANT AVE,136300.0,327000.0,0.4168,Single Family
2200409,2022,05/30/2023,East Hartford,435 FOREST ST,137170.0,270000.0,0.508,Single Family
220105,2022,11/21/2022,Southington,791 PROSPECT ST,161980.0,265000.0,0.6112,Single Family
220379,2022,03/13/2023,New Haven,95 CRANSTON ST,116620.0,211000.0,0.5527,Single Family
220435,2022,02/09/2023,Norwalk,100 RICHARDS AVE UNIT 302,242000.0,430000.0,0.5627,Condo
220900017,2022,09/25/2023,Woodbury,239 QUASSAK RD,85620.0,175000.0,0.4892,Single Family
220570,2022,04/03/2023,Norwalk,16 HILLSIDE PLACE UNIT C2,172840.0,310000.0,0.5575,Condo
